id,min_rhat,max_rhat,min_ess_bulk,max_ess_bulk,min_ess_tail,max_ess_tail
1,0.9975440489390932,1.0157764461791623,531.2838122221217,1788.9418476474798,477.91308758271344,1036.42959404425
10,0.9987296109228144,1.010410708511889,724.5893603265722,1911.762612200242,523.4246662794102,1081.1562457429989
11,0.9984142932404096,1.0120696492278607,468.6985425326279,1520.425013740827,486.4964784083234,965.9294521092085
12,0.9975656539036104,1.01398376924209,624.3485466175825,1998.4512152368304,522.3206075885189,1021.02123239861
13,0.9979904129934198,1.0144321034581267,747.8398983425795,2466.704830473439,468.89003315419257,1002.174880860546
14,0.9974629006531076,1.0130373629465137,423.6504629025436,1744.0975252288245,464.88661442744126,994.8171161530264
15,0.9982272884845956,1.0125810844500016,805.8115378784672,2030.638070395549,545.5846321128785,1010.1617419332229
16,0.997205899521264,1.013007222062784,821.7312746810971,3000,536.7475121748749,1029.5946323630176
17,0.9974830104492806,1.0146216722539063,685.0881189597787,1870.012503206022,482.66866594655454,945.6163411467064
18,0.9977493501718322,1.02001159899154,780.7952457123263,1868.6687824617688,459.513241477741,1025.932789509137
19,0.9985422836191968,1.01660475496546,654.8672634854117,1618.3693905555592,424.87509526286976,993.6792352801266
2,0.9979791211448908,1.012009539585711,322.41316271919464,1638.0950790412371,449.001400923319,912.8331885282008
20,0.9974490553714126,1.0157920488072554,742.8412479530444,1632.690137788078,460.74995357170275,917.804485868463
21,0.997880041573504,1.0158648378893158,422.2393909026097,1241.4808264076298,521.8331879113828,986.3091029426068
22,0.9990343476208352,1.016994302415818,559.3722446796481,1999.0709272360612,538.0779488101018,950.1086844585424
23,0.9980252427312496,1.0160825384708854,649.9958633369679,2301.1084563880754,461.38262638513606,1030.7637134794995
24,0.998240101481664,1.0128747326014738,406.86340068505297,1436.864383887957,469.2180727329332,994.4373871228644
25,0.9981472984247888,1.0155201068986297,664.7335294892505,1901.0480725558916,461.25990589917274,933.1400985220162
26,0.9974887535762168,1.015078648352542,777.103372584052,1701.584589766014,440.95040922053386,1037.0176160906458
27,0.9981550611699004,1.0185320056304583,609.2680688905442,1735.747341445236,474.15239322988634,970.6611144488528
28,0.9982453590915245,1.0163942152775522,326.9448439140183,1205.187045445745,205.30116778021883,967.7828854728735
29,0.9979854533779108,1.0125080196020215,809.673804765557,1570.746556284626,345.9220241588877,912.6267476411064
3,0.9974072474838916,1.0285846766207114,612.0169404742821,1749.8507861721537,367.9861959088061,954.5872481159593
30,0.9986516224020237,1.014012764230087,325.65777942414456,2441.9398156183884,482.0813158402326,955.4779325625848
4,0.9978904687284652,1.017588052880375,631.4253566100125,2159.438784554891,532.9523160093732,1033.3992718719933
5,0.999354336824262,1.0122152971765934,723.7088752774112,2032.2294696608556,519.6727444460524,993.8686101977016
6,0.9982484830308764,1.017749345724701,818.8770949570629,1572.3700188373666,446.3501769508673,936.2792504480504
7,0.9972324125477174,1.0180287762266422,660.2526358742429,1440.1197982124845,606.2208769521085,1020.955767611088
8,0.998521127327644,1.0155357723064402,371.0212695097647,1873.5147318781728,539.4352451736521,969.079503807051
9,0.9980336517037908,1.0090592595137713,748.7598357625047,1607.9508712203328,569.5371925169854,943.4584039647524
