id,min_rhat,max_rhat,min_ess_bulk,max_ess_bulk,min_ess_tail,max_ess_tail
1,0.9981210248830288,1.0086808344395193,503.39097861834347,3341.620459967175,573.9487983534756,1724.4117533783026
10,0.9981844266978712,1.02012836252712,417.4782981683933,2030.6432097167756,397.4604598030156,1706.6146461906797
11,0.9981118330521312,1.0087284301035735,1083.3909356395282,3063.940800956389,589.6928067826265,1664.9550637752368
12,0.9983490121269656,1.0105716698664715,536.9948831039991,4764.11773391667,893.8648336106605,1707.0381469779456
13,0.9981291303275496,1.010734363661246,1016.7673706308804,2486.6298600073455,649.7862456086193,1702.0344491463427
14,0.9987397680420154,1.0069014036293982,731.6601760869704,2700.92560898474,852.383664982667,2147.992102776907
15,0.9985046531053096,1.0075296267472589,892.15036687267,2461.683082512306,778.750346928692,1682.454808017451
16,0.9983453346727286,1.0115750713771807,949.8292090172248,4245.561777074867,918.7871543922346,1703.0863895888351
17,0.9985985195840336,1.0092852760423583,1497.459824148165,3238.05843525504,738.3808424416476,1701.6985261007896
18,0.9982392766887124,1.0101506785294454,649.7087808586721,2194.404340344994,394.4585484215073,1711.538159719339
19,0.998490012500551,1.0133780429211252,556.2636244495023,2218.64020856939,221.3597340633519,1719.983931977093
2,0.9985561086072264,1.0115915248063725,497.7391474900288,2646.1159920360924,583.9689254776155,1792.681631164109
20,0.998675901244088,1.0078033946232634,1561.3053593314723,3619.4636513529463,610.4309323916586,2059.096787484343
21,0.9987304605151344,1.0100346107808942,938.318154506788,3116.413439048051,749.2566110012295,1754.900934158066
22,0.998751761443169,1.0214924738776572,142.38243215967518,2006.8729632707536,176.73165401125678,1659.705780145007
23,0.9986162658387404,1.0092096727428876,1063.1169251919885,3602.8646910948582,763.8299210324722,1684.782041604547
24,0.9982202628994352,1.0132360564003418,1340.4489965992325,4504.41495368332,892.4270080873856,1801.2475174525796
25,0.9986462939063796,1.009574226421266,1066.3897154734364,4287.47290333113,569.3610798150494,1746.8286083917085
26,0.9987173252450398,1.0200460887117786,338.4729901242459,2613.1129754732447,186.75375048579,1707.2875976579714
27,0.9985792986997546,1.0165587902011477,471.1955722902775,2507.7398619727182,649.4141325195936,1753.099908643613
28,0.9984759410253824,1.0146355417255617,811.5630498978215,3173.2640247807203,444.4617410590805,1771.1292575777295
29,0.9980987573560772,1.0087944016216337,991.8163274612532,4711.401943840691,464.62665887149313,1756.4132379505693
3,0.9983177234597236,1.0130571138517157,635.7493864658242,4240.758300124337,283.5746537667826,1721.303255792757
30,0.9983301687817866,1.0075646157213507,1168.2534862646332,3743.209795428428,700.0795033023036,1697.3984884346585
31,0.998121496431156,1.0213537678695273,426.4485335968056,3069.2282125581733,338.3482911155895,1714.5297561847194
32,0.9984587442418328,1.009361919592434,1068.0296351647798,2532.959249714389,768.0722233720047,1703.950944547371
33,0.998230640155804,1.0096772706036732,1119.2929872618763,2849.823164274697,838.0684634767148,1705.8390212727338
34,0.998160828945864,1.0067742268850246,756.9222181349631,2745.7276941859527,811.2382985543139,1747.8636697815302
35,0.9983016268269688,1.012333883856266,787.5018125597296,2981.716116444287,469.6287772898188,1702.021795576392
36,0.998355594429146,1.0091586038253697,1135.553314190575,2842.8352714997577,771.7568997638359,1688.7536171660447
37,0.9983063278914366,1.0103942655639306,1296.2529967402556,3245.5795182253028,763.9320374138142,1706.8969460848923
38,0.9985497896832628,1.0104515364038742,1026.6799686691295,2267.077785874965,504.3438363441362,1696.7302067898504
39,0.9982512947989376,1.0081759109697526,848.0531211230867,2783.18871539065,693.3996690101453,1706.5440924356697
4,0.9984169734366948,1.014265108015122,1213.4092182873324,2893.7884029829065,899.4314382108155,1662.544230514298
40,0.998868260202362,1.0233518898240297,263.4400378908579,1734.3272926762731,246.7821658482736,1621.2495505831096
5,0.9984733435232082,1.012500561517149,707.1250020198509,3599.809959678548,230.05981307678468,1653.027479437006
6,0.998441946575212,1.011371286817172,670.2469041213865,2486.797409079424,291.0033058348159,1703.3102907711018
7,0.9984424670626872,1.0089573516172636,856.8996274434166,2348.801488710954,712.3910857016567,1703.548771678679
8,0.9984654328801624,1.009707100414125,733.4399549071907,3190.929689138426,595.36116834968675,1706.315646362622
9,0.998379558576032,1.012865799859243,1003.852206178892,2615.833218967492,566.6868663322713,1704.0552475493153
